TIME,NAME,TS_CODE,DATE,OPEN,PRE_CLOSE,PRICE,HIGH,LOW,BID,ASK,VOLUME,AMOUNT,B1_V,B1_P,B2_V,B2_P,B3_V,B3_P,B4_V,B4_P,B5_V,B5_P,A1_V,A1_P,A2_V,A2_P,A3_V,A3_P,A4_V,A4_P,A5_V,A5_P
 16:11:57,贵州茅台,600519.SH,20250218,1470.0,1471.62,1475.0,1492.99,1462.08,1475.0,1475.25,27800.0,4113845397.0,59.0,1475.0,1.0,1474.98,9.0,1474.97,1.0,1474.94,4.0,1474.9,1.0,1475.25,1.0,1475.67,15.0,1475.68,3.0,1475.69,12.0,1475.71
